Generated_ParticipantID,UserLanguage,1,1_8_TEXT,2,3,4,Q63,5,6,7,7_7_TEXT,8,9,10,10_8_TEXT,11,11_6_TEXT,12,13,QID53,QID54,14_1,14_2,14_3,15,QID94,QID95,16,16_12_TEXT,17,18,18_11_TEXT,19,20,20_9_TEXT,21,21_9_TEXT,22,23,24,24_6_TEXT,25,25_7_TEXT,29,31,33_Collapsed,34,Q35_City,,
R_3hFN3y2qF9TcNGM,EN,"Improved air quality,Improved stormwater quality,Increased property value",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(3) Greater Katy Prairie-Pothole Pimple-Mound Complexes,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date),Increased development or urbanization",,"$5,000 - $10,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Interruption of utility services (e.g., power outages, water supply),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues",,"Nature-based detention pond,Permeable pavement,Pocket prairie,Rain garden,Rainwater harvesting,Urban forestry,Wetland conservation","Bioswale,Permeable pavement,Rainwater harvesting","Nature-based detention pond,Pocket prairie,Pocket wetland","Large park,Wetland conservation,Wetland restoration (inland or coastal)",3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Extreme trust,"Equity in implementation–areas that need it most may not get first priority,Lack of educational resources for the community,Maintenance issues,Space requirements–not enough space",,Extremely satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities),Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards),Host more regular and diverse community meetings representative of the community",,I participate in all meetings,Extremely involved,"Bayou City Waterkeeper (BCWK),West Street Recovery (WSR),Northeast Action Collective (NAC),My local neighborhood association or homeowners association (HOA)",,Community bulletin posts,,No,11-20 years,High (≥150k),I own my home.,Baytown,,
R_5vf6zi2G9msD9EO,EN,"Improved air quality,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Often – (At least once a month),"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Increased development or urbanization",,"$500 - $1,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Displacement from home (e.g., temporary relocation),Interruption of utility services (e.g., power outages, water supply)",,"Installed flood barriers or sandbags around my property,Engaged with local authorities around flooding issues,Only my landlord can take action to address or reduce flooding at my residence",,"Nature-based detention pond,Large park,Pocket wetland",Permeable pavement,"Nature-based detention pond,Pocket wetland",Wetland conservation,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Above average trust,"Attracting unwanted pests,High installment costs,Maintenance issues",,Slightly satisfied,"More detailed information about flood preparedness,Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Involving local schools and community groups,Compensation for time (e.g., money, gift cards),Host more regular and diverse community meetings representative of the community",,I participate in most meetings,Moderately involved,"Bayou City Waterkeeper (BCWK),Northeast Action Collective (NAC)",,Instagram Posts,,No,Over 20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_1VkhQO1Spr237ax,EN,"Improved air quality,Improved stormwater quality,Improved soil quality",,"Long-standing water bodies,A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date)",,"$1,000 - $5,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Loss of work or income,Displacement from home (e.g., temporary relocation)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues",,"Rain garden,Urban forestry,Wetland restoration (coastal or inland)","Permeable pavement,Rain garden",Urban forestry,Wetland conservation,3,1,2,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Above average trust,"Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification),Lack of educational resources for the community",,Very satisfied,"More detailed information about flood preparedness,Increased opportunities for community feedback,Enhanced coordination with other local organizations/agencies",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,"I never participate in meetings, although they are available",Moderately involved,"Bayou City Waterkeeper (BCWK),West Street Recovery (WSR),Northeast Action Collective (NAC)",,Community bulletin posts,,Yes,1-5 years,Moderate (50k-<150k),I own my home.,Houston,,
R_1kwZk25jxiCRTqN,EN,"Improved air quality,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Rarely – (once a year or less),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,"$1,000 - $5,000","Less than or at ankle level (e.g., under 3 inches)","Property damage (e.g., vehicle damage, home repairs),Increased cost for repairs or flood proofing (e.g., more expensive flood insurance premiums)",,"Raised the foundation of my house,Engaged with local authorities around flooding issues",,"Bioswale,Large park,Permeable pavement,Pocket prairie,Urban forestry,Wetland restoration (coastal or inland)","Bioswale,Rain garden","Nature-based detention pond,Pocket prairie,Urban forestry","Wetland conservation,Wetland restoration (inland or coastal)",1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Above average trust,"Attracting unwanted pests,Displacement due to environmental projects (e.g., gentrification or green gentrification),Lack of educational resources for the community",,Very satisfied,"More detailed information about flood preparedness,Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Establishing community advisory boards,Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Compensation for time (e.g., money, gift cards)",,I participate in most meetings,Very involved,"West Street Recovery (WSR),Northeast Action Collective (NAC),My local neighborhood association or homeowners association (HOA)",,Facebook Posts,,No,11-20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_3PBjzi3sKVaFml9,EN,"Neighborhood beautification,Improved air quality",,A drainage ditch nearby,(4) Trans-Brazos Region,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Aging infrastructure (e.g., not in compliance–out of date)",,"$10,000 - $20,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Mental health impact (e.g., anxiety, trauma, stress),Displacement from home (e.g., temporary relocation)",,"Engaged with local authorities around flooding issues,Only my landlord can take action to address or reduce flooding at my residence",,"Pocket prairie,Rain garden",Rain garden,Pocket prairie,Wetland conservation,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Moderate trust,"Displacement due to environmental projects (e.g., gentrification or green gentrification),Lack of educational resources for the community",,Moderately satisfied,"More detailed information about flood preparedness,Better access to emergency resources and assistance",,"Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I participate in most meetings,Somewhat involved,"Coalition for Environment, Equity and Resilience (CEER),Northeast Action Collective (NAC)",,Instagram Posts,,No,1-5 years,Moderate (50k-<150k),I own my home.,Baytown,,
R_1BeFhh0mzcZl30t,EN,"Neighborhood beautification,Improved air quality,Improved soil quality",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A drainage ditch nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(4) Trans-Brazos Region,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Blocked or clogged drainage systems,Aging infrastructure (e.g., not in compliance–out of date),Nearby river, creek, or bayou overflowing",,"$1,000 - $5,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Mental health impact (e.g., anxiety, trauma, stress),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Engaged with local authorities around flooding issues,Only my landlord can take action to address or reduce flooding at my residence",,"Permeable pavement,Rain garden,Urban forestry","Rain garden,Rainwater harvesting","Pocket wetland,Urban forestry","Wetland conservation,Wetland restoration (inland or coastal)",2,1,3,"Yes, it is important","Yes, it is important",I don’t know,Harris County Flood Control District (HCFCD),,Moderate trust,"Attracting unwanted pests,Equity in implementation–areas that need it most may not get first priority,High installment costs",,Very satisfied,"Better access to emergency resources and assistance,Increased opportunities for community feedback",,Involving local schools and community groups,,I occasionally participate in meetings,Moderately involved,"Coalition for Environment, Equity and Resilience (CEER),Northeast Action Collective (NAC)",,Instagram Posts,,No,1-5 years,Low (<50k),I rent my home.,Houston,,
R_7w38F6W7gwvoR8t,EN,"Neighborhood beautification,Improved stormwater quality,Improved soil quality",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A drainage ditch nearby",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Often – (At least once a month),Often – (At least once a month),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,"More than $20,000","Above the knee (e.g., over 12 inches)","Property damage (e.g., vehicle damage, home repairs),Loss of work or income,Mental health impact (e.g., anxiety, trauma, stress)",,"Raised the foundation of my house,Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage",,"Bioswale,Nature-based detention pond,Large park,Rain garden,Rainwater harvesting","Bioswale,Permeable pavement,Rain garden","Nature-based detention pond,Pocket prairie","Large park,Wetland conservation",3,1,2,"Yes, it is important","Yes, it is important","Yes, it is important","City of Houston, and other Municipalities (Municipal Utility District MUDs)",,Extreme trust,"Attracting unwanted pests,Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification)",,Extremely satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I participate in all meetings,Moderately involved,"Bayou City Waterkeeper (BCWK),West Street Recovery (WSR),My local neighborhood association or homeowners association (HOA)",,Facebook Posts,,No,Over 20 years,High (≥150k),I own my home.,Houston,,
R_35SlUIuZkSNsqzY,EN,"Improved air quality,Increased property value,Recreation (e.g., fishing, bird watching, walking)",,"Long-standing water bodies,A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Rarely – (once a year or less),Rarely – (once a year or less),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,$0 - I haven't spent any money on flood-related repairs,"Less than or at ankle level (e.g., under 3 inches)","Prevented or delayed access to essential services (e.g., health care, groceries, travel, work),Interruption of utility services (e.g., power outages, water supply)",,"Not applicable (e.g., flooding has not affected my residence)",,"Large park,Rain garden,Urban forestry","Rain garden,Rainwater harvesting","Pocket prairie,Urban forestry","Large park,Wetland conservation",2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Moderate trust,"High installment costs,Maintenance issues,Space requirements–not enough space",,Moderately satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I occasionally participate in meetings,Somewhat involved,I am not part of any organizations focused on drainage and flooding issues.,,Facebook Posts,,No,Over 20 years,High (≥150k),I own my home.,Baytown,,
R_7nTpsgdxG5yDjGR,EN,"Neighborhood beautification,Improved stormwater quality,Increased property value",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Increased development or urbanization",,"$5,000 - $10,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Loss of work or income,Displacement from home (e.g., temporary relocation),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Raised the foundation of my house,Installed flood barriers or sandbags around my property,Engaged with local authorities around flooding issues",,"Nature-based detention pond,Permeable pavement,Rainwater harvesting","Permeable pavement,Rain garden","Nature-based detention pond,Pocket wetland","Wetland conservation,Wetland restoration (inland or coastal)",2,3,1,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Extreme trust,"Equity in implementation–areas that need it most may not get first priority,High installment costs,Maintenance issues",,Very satisfied,"More detailed information about flood preparedness,Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community",,I occasionally participate in meetings,Very involved,"Bayou City Waterkeeper (BCWK),Coalition for Environment, Equity and Resilience (CEER),My local neighborhood association or homeowners association (HOA)",,Instagram Posts,,No,11-20 years,High (≥150k),I own my home.,Houston,,
R_5A5mUn1rlMDax4R,EN,"Improved air quality,Recreation (e.g., fishing, bird watching, walking),Stress reduction",,"Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets)",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Always – (every time it rains),"Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Increased development or urbanization",,"$10,000 - $20,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Property damage (e.g., vehicle damage, home repairs),Mental health impact (e.g., anxiety, trauma, stress),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage,Only my landlord can take action to address or reduce flooding at my residence",,"Nature-based detention pond,Pocket wetland,Rain garden,Wetland conservation","Permeable pavement,Rainwater harvesting","Pocket prairie,Pocket wetland",Wetland conservation,1,2,3,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Moderate trust,"Equity in implementation–areas that need it most may not get first priority,Lack of educational resources for the community",,Very satisfied,"Increased opportunities for community feedback,More targeted outreach to vulnerable populations (e.g., environmental justice communities)",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Host more regular and diverse community meetings representative of the community",,I rarely participate in meetings,Very involved,"West Street Recovery (WSR),Northeast Action Collective (NAC)",,Community bulletin posts,,No,6-10 years,High (≥150k),I own my home.,Baytown,,
R_5Bo28GSBydMVVVf,EN,"Neighborhood beautification,Improved air quality,Improved stormwater quality",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Blocked or clogged drainage systems,Increased development or urbanization",,Less than $500,"Less than or at ankle level (e.g., under 3 inches)","Mental health impact (e.g., anxiety, trauma, stress),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Engaged with local authorities around flooding issues",,"Large park,Rainwater harvesting,Urban forestry","Permeable pavement,Rainwater harvesting","Nature-based detention pond,Urban forestry","Large park,Wetland conservation",2,1,3,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Moderate trust,"High installment costs,Increased taxes,Maintenance issues",,Very satisfied,"Better access to emergency resources and assistance,Increased opportunities for community feedback",,"Establishing community advisory boards,Host more regular and diverse community meetings representative of the community",,I participate in most meetings,Very involved,"West Street Recovery (WSR),Coalition for Environment, Equity and Resilience (CEER)",,Facebook Posts,,No,11-20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_11FA6dg6ytl6H8f,EN,"Improved air quality,Improved stormwater quality,Stress reduction",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A creek nearby,Wildlife commonly found near water (e.g., frogs, salamander, herons, egrets),Consistently-saturated soil",(2) Greater Lake Creek,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Rarely – (once a year or less),"Heavy rainfall or storms,Blocked or clogged drainage systems,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size)",,"$500 - $1,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Mental health impact (e.g., anxiety, trauma, stress),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Engaged with local authorities around flooding issues",,"Large park,Permeable pavement,Rain garden,Urban forestry","Permeable pavement,Rain garden,Rainwater harvesting","Nature-based detention pond,Urban forestry","Large park,Wetland conservation,Wetland restoration (inland or coastal)",3,2,1,"Yes, it is important","Yes, it is important","Yes, it is important",Local city planning departments,,Above average trust,"Equity in implementation–areas that need it most may not get first priority,High installment costs,Increased taxes,Maintenance issues",,Very satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Improved use of technology (e.g., apps, websites) for flood risk information",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Providing resources for community action (e.g., participation opportunities, educational programs, technical training),Providing multilingual interpretation services",,I participate in most meetings,Very involved,My local neighborhood association or homeowners association (HOA),,Community bulletin posts,,No,11-20 years,Moderate (50k-<150k),I own my home.,Houston,,
R_7ltPTUSmy9s6Dfy,EN,"Neighborhood beautification,Improved air quality,Improved stormwater quality",,"Long-standing water bodies,Aquatic (water) plants (e.g., cattail, dwarf palmettos, bald cypress tree),A drainage ditch nearby",(1) Lake Houston Flatwood Wetlands,"Yes, I think they impact flooding in my community",Drought,Sometimes – (once every 2-6 months),Sometimes – (once every 2-6 months),"Heavy rainfall or storms,Drains culverts or pipes that are too small (e.g., inadequate stormwater infrastructure size),Aging infrastructure (e.g., not in compliance–out of date)",,"$1,000 - $5,000","Between ankle and knee level (e.g., above 3 inches, up to 12 inches)","Mental health impact (e.g., anxiety, trauma, stress),Displacement from home (e.g., temporary relocation),Prevented or delayed access to essential services (e.g., health care, groceries, travel, work)",,"Installed flood barriers or sandbags around my property,Requested assistance from local government (e.g., city, county) to improve drainage,Engaged with local authorities around flooding issues",,"Bioswale,Nature-based detention pond,Large park,Permeable pavement","Bioswale,Permeable pavement,Rain garden","Nature-based detention pond,Pocket prairie,Pocket wetland","Large park,Wetland conservation",2,3,1,"Yes, it is important","Yes, it is important","Yes, it is important",Harris County Flood Control District (HCFCD),,Above average trust,"Attracting unwanted pests,Equity in implementation–areas that need it most may not get first priority,Displacement due to environmental projects (e.g., gentrification or green gentrification),High installment costs",,Very satisfied,"More frequent updates on local flood risks,More detailed information about flood preparedness,Better access to emergency resources and assistance,Increased opportunities for community feedback",,"Better information sharing (e.g., more frequent announcements, different forms of communication),Establishing community advisory boards,Involving local schools and community groups,Providing resources for community action (e.g., participation opportunities, educational programs, technical training)",,I participate in all meetings,Very involved,"Bayou City Waterkeeper (BCWK),West Street Recovery (WSR),Coalition for Environment, Equity and Resilience (CEER)",,Newspaper articles/Flyers,,No,Over 20 years,Moderate (50k-<150k),I own my home.,Houston,,
